order_id,order_date,ship_date,ship_mode,customer_id
CA-2012-162607,2012-05-12,2012-05-18,Standard Class,RO-19780
CA-2014-103506,2014-07-24,2014-07-28,Standard Class,LR-17035
CA-2013-132479,2013-09-25,2013-09-27,First Class,MK-17905
CA-2014-160724,2014-05-06,2014-05-11,Standard Class,YS-21880
US-2013-115952,2013-10-07,2013-10-07,Same Day,JH-15910
CA-2011-146731,2011-11-03,2011-11-08,Standard Class,AT-10735
CA-2012-115392,2012-10-01,2012-10-04,Second Class,RM-19675
CA-2014-102379,2014-12-03,2014-12-07,Standard Class,BB-11545
CA-2014-149706,2014-12-12,2014-12-13,First Class,AS-10285
US-2013-139087,2013-07-18,2013-07-23,Second Class,DK-13375
CA-2014-152226,2014-05-13,2014-05-17,Standard Class,JH-15910
CA-2012-116484,2012-11-20,2012-11-26,Standard Class,JK-15205
CA-2013-100944,2013-09-25,2013-09-29,Standard Class,EH-13765
CA-2013-125080,2013-10-22,2013-10-27,Standard Class,VW-21775
CA-2013-121020,2013-10-25,2013-11-01,Standard Class,CG-12040
CA-2011-100090,2011-07-08,2011-07-12,Standard Class,EB-13705
US-2012-139675,2012-03-13,2012-03-18,Second Class,NF-18595
CA-2014-143756,2014-12-03,2014-12-06,First Class,ME-17725
CA-2012-151253,2012-04-22,2012-04-26,Standard Class,AZ-10750
CA-2011-141152,2011-09-16,2011-09-19,First Class,RF-19345
CA-2011-141313,2011-12-28,2012-01-01,Standard Class,AJ-10780
CA-2011-169852,2011-10-21,2011-10-26,Standard Class,SF-20965
CA-2014-107314,2014-12-01,2014-12-04,First Class,MZ-17335
US-2011-161305,2011-06-06,2011-06-12,Standard Class,SB-20170
CA-2014-166919,2014-11-24,2014-11-28,Standard Class,AH-10210
CA-2014-162712,2014-06-19,2014-06-21,Second Class,NK-18490
CA-2014-107552,2014-05-06,2014-05-06,Same Day,AI-10855
CA-2013-163328,2013-11-05,2013-11-07,Second Class,TP-21565
CA-2011-112837,2011-09-11,2011-09-16,Standard Class,LW-17125
CA-2014-120019,2014-02-17,2014-02-22,Standard Class,NG-18355
CA-2011-100762,2011-11-24,2011-11-29,Standard Class,NG-18355
CA-2014-161459,2014-11-26,2014-11-30,Second Class,EB-13750
CA-2014-160017,2014-09-29,2014-10-03,Standard Class,SP-20860
CA-2011-123316,2011-10-13,2011-10-17,Standard Class,SP-20545
CA-2011-141299,2011-06-03,2011-06-07,Second Class,RB-19795
CA-2011-104402,2011-06-17,2011-06-23,Standard Class,DB-13660
CA-2012-110289,2012-10-29,2012-11-02,Standard Class,NB-18655
CA-2011-167927,2011-01-21,2011-01-27,Standard Class,XP-21865
CA-2011-133305,2011-07-11,2011-07-15,Standard Class,MH-17455
CA-2013-165995,2013-08-31,2013-09-07,Standard Class,BG-11740
CA-2014-143112,2014-10-06,2014-10-10,Standard Class,TS-21370
US-2014-105830,2014-01-01,2014-01-03,First Class,DB-13660
CA-2012-146255,2012-03-07,2012-03-10,First Class,EM-14140
CA-2014-104822,2014-10-21,2014-10-21,Same Day,RB-19465
CA-2012-104486,2012-05-01,2012-05-06,Standard Class,PO-18850
CA-2014-161557,2014-09-04,2014-09-09,Standard Class,AG-10900
CA-2014-161130,2014-11-04,2014-11-09,Standard Class,BF-11275
US-2012-161347,2012-09-13,2012-09-19,Standard Class,HG-14845
US-2012-109015,2012-09-06,2012-09-12,Standard Class,BS-11590
CA-2011-110611,2011-10-06,2011-10-13,Standard Class,JD-16015
CA-2014-139080,2014-01-24,2014-01-29,Standard Class,CS-12250
CA-2012-115693,2012-12-10,2012-12-15,Standard Class,FC-14245
US-2011-107993,2011-11-25,2011-11-30,Standard Class,SE-20110
CA-2014-110443,2014-11-22,2014-11-26,Standard Class,CK-12205
CA-2014-144848,2014-04-05,2014-04-06,First Class,DS-13030
US-2014-147998,2014-05-20,2014-05-25,Standard Class,SA-20830
CA-2013-103919,2013-10-04,2013-10-08,Standard Class,TP-21565
CA-2013-113425,2013-11-22,2013-11-22,Same Day,JK-16120
CA-2014-143035,2014-10-04,2014-10-06,Second Class,CC-12430
CA-2011-107811,2011-04-29,2011-05-03,Standard Class,LA-16780
CA-2013-163216,2013-10-08,2013-10-11,First Class,AW-10930
US-2013-116442,2013-12-16,2013-12-23,Standard Class,BP-11230
CA-2014-150623,2014-04-11,2014-04-15,Standard Class,DB-13360
US-2011-163797,2011-04-08,2011-04-13,Standard Class,PC-19000
CA-2013-127236,2013-03-30,2013-04-03,Standard Class,TB-21595
US-2014-104661,2014-01-16,2014-01-19,First Class,TB-21250
CA-2011-134103,2011-01-31,2011-02-05,Standard Class,MV-18190
CA-2012-147529,2012-02-07,2012-02-11,Standard Class,DK-12835
CA-2013-129126,2013-12-15,2013-12-20,Standard Class,PK-19075
CA-2014-131632,2014-11-01,2014-11-05,Standard Class,AH-10120
CA-2014-151981,2014-08-07,2014-08-13,Standard Class,GM-14455
CA-2014-125472,2014-05-31,2014-06-01,First Class,BD-11725
CA-2012-156328,2012-11-30,2012-12-05,Standard Class,RM-19375
CA-2014-154074,2014-09-01,2014-09-03,Second Class,BW-11110
CA-2014-161774,2014-05-15,2014-05-16,First Class,GT-14710
CA-2014-151211,2014-08-18,2014-08-24,Standard Class,AH-10120
CA-2014-142671,2014-11-11,2014-11-15,Second Class,DR-12940
CA-2014-144750,2014-08-22,2014-08-22,Same Day,DL-13495
CA-2013-111976,2013-03-09,2013-03-13,Standard Class,BD-11620
CA-2013-140130,2013-11-01,2013-11-06,Standard Class,HW-14935
CA-2011-159121,2011-07-26,2011-08-01,Standard Class,JO-15145
CA-2012-149650,2012-10-24,2012-10-27,First Class,RD-19660
CA-2014-115777,2014-08-20,2014-08-25,Standard Class,DO-13645
CA-2013-143714,2013-05-24,2013-05-28,Standard Class,CC-12370
CA-2011-165764,2011-11-03,2011-11-07,Standard Class,SH-20395
CA-2012-121405,2012-03-30,2012-04-04,Standard Class,FC-14335
US-2014-116897,2014-05-28,2014-05-30,First Class,JG-15160
US-2014-113992,2014-12-15,2014-12-20,Standard Class,LC-16885
CA-2011-166891,2011-10-04,2011-10-06,First Class,CC-12220
CA-2013-101161,2013-10-14,2013-10-21,Standard Class,BW-11110
CA-2012-151785,2012-03-05,2012-03-10,Standard Class,JJ-15445
US-2014-119816,2014-03-05,2014-03-07,Second Class,TT-21460
CA-2012-156510,2012-09-25,2012-09-29,Standard Class,EH-13990
US-2012-110261,2012-12-19,2012-12-23,Second Class,PR-18880
CA-2012-125710,2012-10-08,2012-10-13,Standard Class,BT-11680
CA-2014-161102,2014-08-01,2014-08-04,First Class,EC-14050
CA-2011-110065,2011-08-05,2011-08-11,Standard Class,SP-20650
US-2014-133361,2014-05-15,2014-05-18,First Class,AJ-10780
US-2013-155404,2013-09-23,2013-09-29,Standard Class,AS-10630
CA-2012-114503,2012-11-13,2012-11-17,Standard Class,AA-10375
CA-2014-153080,2014-05-23,2014-05-26,Second Class,EH-13945
CA-2013-163804,2013-12-03,2013-12-09,Standard Class,DB-13270
CA-2012-108532,2012-08-29,2012-09-02,Standard Class,CC-12100
CA-2011-151897,2011-06-06,2011-06-10,Standard Class,VT-21700
CA-2013-113292,2013-03-19,2013-03-21,Second Class,DB-13060
CA-2011-149524,2011-01-15,2011-01-16,First Class,BS-11590
CA-2014-140872,2014-06-04,2014-06-11,Standard Class,NR-18550
CA-2014-113908,2014-06-04,2014-06-10,Standard Class,KN-16390
CA-2012-120621,2012-03-21,2012-03-26,Standard Class,JW-16075
US-2014-148866,2014-09-20,2014-09-25,Standard Class,JM-15535
CA-2011-149594,2011-09-15,2011-09-19,Standard Class,MF-18250
CA-2013-113845,2013-11-21,2013-11-26,Standard Class,FA-14230
CA-2014-111262,2014-10-29,2014-11-02,Second Class,KH-16510
CA-2012-103135,2012-07-24,2012-07-28,Standard Class,SS-20515
CA-2011-129147,2011-11-02,2011-11-06,Standard Class,LC-17050
CA-2014-128265,2014-11-18,2014-11-23,Second Class,VW-21775
CA-2013-152331,2013-06-27,2013-07-01,Standard Class,LD-16855
US-2013-128909,2013-10-10,2013-10-12,Second Class,SP-20545
CA-2014-102197,2014-12-21,2014-12-27,Standard Class,DK-13150
CA-2014-167640,2014-03-07,2014-03-11,Standard Class,FC-14245
US-2014-116652,2014-09-16,2014-09-20,Standard Class,RD-19480
CA-2014-138289,2014-01-17,2014-01-19,Second Class,AR-10540
CA-2013-129308,2013-07-08,2013-07-14,Standard Class,CC-12100
CA-2013-157791,2013-12-24,2013-12-29,Second Class,CA-11965
CA-2011-146864,2011-12-22,2011-12-26,Standard Class,BT-11530
CA-2011-103744,2011-02-24,2011-02-28,Standard Class,MG-17875
US-2014-107384,2014-12-05,2014-12-09,Standard Class,TP-21130
CA-2011-128209,2011-11-17,2011-11-22,Standard Class,GT-14710
CA-2011-169684,2011-10-20,2011-10-23,First Class,FH-14365
CA-2012-109862,2012-10-25,2012-10-30,Standard Class,HK-14890
US-2014-107888,2014-11-17,2014-11-20,First Class,CC-12220
US-2014-154872,2014-05-15,2014-05-19,Standard Class,DP-13000
CA-2011-113880,2011-03-01,2011-03-05,Standard Class,VF-21715
US-2012-164966,2012-07-30,2012-08-01,First Class,GH-14410
CA-2012-126739,2012-11-01,2012-11-03,Second Class,JH-16180
CA-2014-161578,2014-12-17,2014-12-22,Second Class,RB-19465
CA-2011-137092,2011-10-20,2011-10-22,Second Class,LS-16975
CA-2012-166947,2012-06-05,2012-06-10,Standard Class,EB-13750
CA-2013-160941,2013-07-22,2013-07-27,Standard Class,DK-12835
CA-2014-144680,2014-04-01,2014-04-03,First Class,SC-20260
CA-2011-166086,2011-05-07,2011-05-12,Standard Class,CT-11995
CA-2014-131282,2014-02-06,2014-02-09,Second Class,CB-12025
CA-2011-100678,2011-04-18,2011-04-22,Standard Class,KM-16720
CA-2013-161543,2013-05-11,2013-05-17,Standard Class,RD-19720
CA-2013-160535,2013-11-26,2013-12-01,Standard Class,BP-11050
CA-2014-123085,2014-03-04,2014-03-09,Standard Class,EJ-13720
CA-2012-153752,2012-12-06,2012-12-11,Second Class,RO-19780
CA-2011-103660,2011-08-25,2011-08-30,Standard Class,MW-18220
CA-2013-169887,2013-10-23,2013-10-23,Same Day,MS-17530
CA-2013-148516,2013-08-08,2013-08-12,Standard Class,DW-13585
CA-2014-104731,2014-07-22,2014-07-28,Standard Class,AM-10705
CA-2011-164749,2011-03-23,2011-03-26,First Class,BG-11740
CA-2012-103716,2012-04-30,2012-05-06,Standard Class,KB-16585
CA-2013-126795,2013-06-14,2013-06-17,Second Class,GT-14710
CA-2012-146290,2012-05-04,2012-05-11,Standard Class,SV-20815
CA-2014-157112,2014-04-24,2014-04-27,First Class,GG-14650
CA-2011-169257,2011-06-06,2011-06-12,Standard Class,SV-20785
CA-2011-154095,2011-12-02,2011-12-07,Standard Class,ON-18715
CA-2014-146346,2014-06-18,2014-06-21,First Class,RA-19945
CA-2013-148852,2013-05-27,2013-06-01,Standard Class,SV-20785
US-2012-118906,2012-03-10,2012-03-10,Same Day,KB-16585
CA-2013-168921,2013-10-21,2013-10-23,First Class,AG-10495
CA-2012-107678,2012-04-21,2012-04-28,Standard Class,JK-16090
CA-2013-123512,2013-06-18,2013-06-20,First Class,MV-18190
US-2014-167402,2014-01-14,2014-01-19,Second Class,CP-12085
CA-2011-130449,2011-09-06,2011-09-09,First Class,VP-21760
CA-2012-141250,2012-01-19,2012-01-23,Standard Class,PM-18940
CA-2011-145541,2011-12-14,2011-12-21,Standard Class,TB-21400
CA-2011-138513,2011-05-23,2011-05-27,Standard Class,EH-13990
CA-2012-135489,2012-09-19,2012-09-22,Second Class,GW-14605
CA-2012-125696,2012-10-02,2012-10-06,Standard Class,NP-18685
CA-2013-105081,2013-12-26,2013-12-31,Standard Class,JE-15715
US-2013-146857,2013-05-07,2013-05-09,Second Class,BE-11455
CA-2013-166275,2013-10-25,2013-10-25,Same Day,SS-20590
CA-2014-144498,2014-05-07,2014-05-07,Same Day,MB-18085
CA-2014-103352,2014-11-28,2014-12-01,Second Class,RP-19390
CA-2011-108609,2011-10-31,2011-11-02,Second Class,AJ-10780
CA-2014-128328,2014-08-06,2014-08-10,Standard Class,PO-18865
US-2012-156496,2012-08-10,2012-08-16,Standard Class,WB-21850
US-2013-127334,2013-12-16,2013-12-22,Standard Class,MP-18175
US-2014-124779,2014-09-09,2014-09-12,First Class,BF-11020
CA-2014-135937,2014-02-21,2014-02-28,Standard Class,KM-16375
CA-2012-129322,2012-08-08,2012-08-10,Second Class,DB-13405
CA-2014-162173,2014-10-27,2014-11-02,Standard Class,OT-18730
CA-2013-115483,2013-07-15,2013-07-19,Second Class,JS-15880
CA-2014-122175,2014-05-13,2014-05-15,Second Class,CA-12775
CA-2014-161088,2014-05-26,2014-05-30,Standard Class,MH-18115
CA-2011-154837,2011-08-23,2011-08-27,Second Class,RB-19645
CA-2012-153794,2012-09-11,2012-09-16,Standard Class,SB-20290
CA-2012-135510,2012-09-05,2012-09-12,Standard Class,TW-21025
CA-2012-109337,2012-11-21,2012-11-23,Second Class,DL-13330
CA-2011-150329,2011-10-10,2011-10-14,Standard Class,SD-20485
CA-2014-145037,2014-09-03,2014-09-08,Second Class,TB-21055
CA-2014-154466,2014-01-02,2014-01-03,First Class,DP-13390
CA-2011-109134,2011-11-05,2011-11-10,Standard Class,DE-13255
US-2012-129637,2012-12-17,2012-12-22,Standard Class,MC-18100
CA-2012-165162,2012-05-14,2012-05-21,Standard Class,HG-15025
CA-2014-140494,2014-03-11,2014-03-16,Second Class,CM-11815
CA-2014-104108,2014-12-03,2014-12-10,Standard Class,RP-19855
US-2014-165869,2014-08-01,2014-08-06,Standard Class,LS-17200
CA-2014-160899,2014-08-12,2014-08-14,Second Class,DR-12940
CA-2014-144225,2014-10-01,2014-10-03,Second Class,CC-12475
US-2013-163538,2013-08-27,2013-08-31,Standard Class,SS-20515
US-2013-155103,2013-12-03,2013-12-08,Standard Class,JF-15190
CA-2014-145429,2014-07-22,2014-07-26,Standard Class,SW-20455
CA-2012-153535,2012-05-20,2012-05-24,Standard Class,SG-20470
CA-2012-139164,2012-06-23,2012-06-28,Standard Class,CS-12355
CA-2013-112277,2013-09-11,2013-09-16,Standard Class,SC-20695
CA-2011-167724,2011-04-13,2011-04-18,Standard Class,BF-11170
CA-2012-123141,2012-11-14,2012-11-19,Standard Class,GZ-14470
CA-2013-149503,2013-12-10,2013-12-13,First Class,SP-20650
CA-2014-163069,2014-08-19,2014-08-22,Second Class,PJ-19015
CA-2014-107629,2014-12-15,2014-12-15,Same Day,DB-13060
CA-2013-134789,2013-04-09,2013-04-16,Standard Class,CK-12325
CA-2013-130442,2013-12-17,2013-12-20,First Class,SF-20065
CA-2014-102974,2014-09-20,2014-09-25,Standard Class,DP-13105
US-2014-166394,2014-09-05,2014-09-07,Second Class,VM-21835
CA-2013-128811,2013-09-13,2013-09-17,Standard Class,SF-20200
CA-2014-145443,2014-08-11,2014-08-16,Second Class,SC-20695
CA-2013-165827,2013-11-05,2013-11-10,Standard Class,MF-17665
CA-2012-156734,2012-06-18,2012-06-20,First Class,BV-11245
CA-2011-120096,2011-07-04,2011-07-07,First Class,KE-16420
CA-2012-141754,2012-12-20,2012-12-25,Standard Class,EM-14200
CA-2013-123358,2013-04-11,2013-04-18,Standard Class,BT-11680
CA-2011-144029,2011-05-26,2011-05-31,Standard Class,MM-18055
US-2014-101784,2014-07-07,2014-07-12,Standard Class,PO-18850
CA-2012-156923,2012-02-16,2012-02-20,Standard Class,SP-20860
CA-2014-111269,2014-06-17,2014-06-19,Second Class,CS-12355
CA-2014-159156,2014-11-14,2014-11-17,First Class,KB-16600
CA-2014-100230,2014-12-12,2014-12-16,Standard Class,AA-10375
CA-2013-154767,2013-06-29,2013-07-01,Second Class,BP-11155
CA-2014-124205,2014-09-16,2014-09-20,Standard Class,TC-21145
CA-2014-165715,2014-12-03,2014-12-09,Standard Class,BG-11035
CA-2014-100636,2014-06-27,2014-07-01,Standard Class,DO-13435
CA-2013-162943,2013-07-25,2013-07-27,Second Class,DB-12970
CA-2013-144764,2013-09-03,2013-09-09,Standard Class,RL-19615
CA-2014-100615,2014-04-21,2014-04-25,Standard Class,SJ-20215
CA-2011-109302,2011-08-12,2011-08-16,Standard Class,CS-12175
CA-2014-139787,2014-09-20,2014-09-24,Standard Class,JP-16135
CA-2014-139402,2014-12-10,2014-12-14,Standard Class,NC-18535
CA-2013-119018,2013-11-05,2013-11-09,Standard Class,CW-11905
CA-2012-105361,2012-03-29,2012-04-04,Standard Class,CM-12115
US-2013-152373,2013-09-06,2013-09-12,Standard Class,PT-19090
US-2014-166037,2014-01-29,2014-02-02,Standard Class,CL-12700
US-2013-147711,2013-09-04,2013-09-09,Second Class,HF-14995
CA-2014-121293,2014-07-26,2014-07-29,Second Class,JC-15775
CA-2012-118843,2012-09-13,2012-09-20,Standard Class,JH-15910
CA-2012-161445,2012-09-07,2012-09-09,Second Class,CC-12610
CA-2013-124527,2013-11-17,2013-11-18,First Class,IM-15055
CA-2013-162348,2013-11-11,2013-11-16,Standard Class,BF-11170
CA-2011-141005,2011-08-15,2011-08-18,First Class,CS-12355
CA-2012-145394,2012-11-16,2012-11-20,Standard Class,MC-17605
CA-2012-168809,2012-08-25,2012-08-25,Same Day,MC-18100
CA-2013-109827,2013-12-26,2014-01-02,Standard Class,LW-16825
CA-2011-152233,2011-10-05,2011-10-06,First Class,KH-16510
CA-2011-125682,2011-11-22,2011-11-25,First Class,RB-19645
CA-2014-162880,2014-12-26,2014-12-30,Standard Class,GD-14590
CA-2012-128125,2012-03-31,2012-04-05,Standard Class,EB-13705
CA-2014-156237,2014-09-15,2014-09-16,First Class,PS-18760
CA-2011-144414,2011-06-17,2011-06-21,Standard Class,GH-14425
CA-2014-163860,2014-12-29,2015-01-02,Standard Class,LO-17170
US-2014-115609,2014-11-03,2014-11-08,Standard Class,CS-12505
CA-2012-154291,2012-07-25,2012-07-29,Standard Class,YS-21880
CA-2013-118689,2013-10-03,2013-10-10,Standard Class,TC-20980
CA-2013-140438,2013-12-25,2013-12-28,Second Class,PW-19030
US-2014-123204,2014-07-22,2014-07-28,Standard Class,CS-11860
CA-2012-112522,2012-10-10,2012-10-17,Standard Class,DP-13165
CA-2013-153101,2013-09-09,2013-09-09,Same Day,PJ-19015
CA-2013-142615,2013-11-21,2013-11-25,Standard Class,BM-11575
CA-2014-142643,2014-10-16,2014-10-21,Standard Class,DL-13495
CA-2012-116260,2012-07-06,2012-07-12,Standard Class,BF-10975
CA-2014-107517,2014-02-06,2014-02-10,Standard Class,FC-14335
CA-2012-166338,2012-12-06,2012-12-07,First Class,MP-18175
CA-2013-123946,2013-09-13,2013-09-18,Standard Class,AJ-10795
CA-2011-147543,2011-07-06,2011-07-12,Standard Class,BC-11125
US-2013-159093,2013-05-10,2013-05-15,Standard Class,RS-19420
CA-2013-162110,2013-07-19,2013-07-23,Standard Class,NP-18670
US-2013-163461,2013-06-19,2013-06-22,First Class,BT-11440
CA-2011-101462,2011-04-20,2011-04-25,Standard Class,BP-11230
US-2013-100461,2013-01-08,2013-01-12,Standard Class,JO-15145
US-2014-162670,2014-12-24,2014-12-29,Second Class,MF-18250
CA-2014-128965,2014-04-18,2014-04-23,Standard Class,PS-18760
CA-2014-138618,2014-12-02,2014-12-09,Standard Class,MY-17380
US-2013-126452,2013-08-22,2013-08-29,Standard Class,SC-20230
CA-2013-145009,2013-12-06,2013-12-09,Second Class,RF-19345
CA-2012-162544,2012-12-16,2012-12-19,First Class,SG-20080
CA-2011-124394,2011-10-17,2011-10-22,Second Class,TB-21520
US-2013-121013,2013-09-06,2013-09-11,Standard Class,MM-17920
US-2012-123918,2012-10-15,2012-10-15,Same Day,CG-12520
CA-2012-137113,2012-12-01,2012-12-05,Second Class,TW-21025
CA-2012-120677,2012-05-31,2012-06-04,Standard Class,BD-11320
CA-2014-123036,2014-09-11,2014-09-18,Standard Class,HA-14905
CA-2014-120222,2014-04-26,2014-05-03,Standard Class,LL-16840
CA-2014-164756,2014-09-19,2014-09-23,Standard Class,SS-20140
CA-2014-122028,2014-08-19,2014-08-26,Standard Class,CK-12205
US-2012-165512,2012-05-24,2012-05-26,Second Class,VS-21820
CA-2012-140557,2012-09-07,2012-09-11,Standard Class,TN-21040
US-2014-135013,2014-07-25,2014-07-25,Same Day,HR-14830
CA-2014-111220,2014-09-03,2014-09-09,Standard Class,JS-15595
US-2014-149006,2014-12-07,2014-12-09,Second Class,BN-11470
CA-2014-149468,2014-05-21,2014-05-21,Same Day,AR-10405
CA-2013-140249,2013-09-28,2013-10-04,Standard Class,SW-20455
US-2014-135503,2014-12-11,2014-12-16,Standard Class,JE-16165
CA-2011-126277,2011-09-13,2011-09-18,Second Class,LH-16900
US-2014-115301,2014-07-30,2014-08-03,Standard Class,VG-21790
CA-2014-168942,2014-08-02,2014-08-06,Second Class,EM-13960
US-2014-128398,2014-05-03,2014-05-06,Second Class,EM-13825
CA-2012-104115,2012-06-12,2012-06-16,Standard Class,JH-15910
CA-2011-142510,2011-12-22,2011-12-29,Standard Class,NP-18700
CA-2011-124247,2011-12-16,2011-12-21,Standard Class,SH-20635
CA-2013-105473,2013-04-17,2013-04-19,Second Class,BM-11785
CA-2012-102806,2012-05-21,2012-05-28,Standard Class,HG-14965
CA-2014-121706,2014-02-27,2014-03-03,Standard Class,BM-11140
CA-2014-109211,2014-04-05,2014-04-11,Standard Class,PS-19045
CA-2012-134257,2012-03-16,2012-03-19,Second Class,MS-17710
CA-2012-137925,2012-11-30,2012-12-04,Standard Class,JL-15235
CA-2013-140046,2013-07-29,2013-08-04,Standard Class,KM-16660
CA-2013-140382,2013-06-24,2013-06-26,Second Class,RD-19900
CA-2011-164182,2011-07-14,2011-07-18,Standard Class,ST-20530
CA-2014-137365,2014-12-01,2014-12-04,Second Class,BP-11095
CA-2013-129847,2013-09-03,2013-09-05,First Class,TA-21385
CA-2011-126963,2011-06-15,2011-06-15,Same Day,PS-18760
CA-2013-125094,2013-11-06,2013-11-10,Standard Class,NP-18700
CA-2014-107132,2014-06-27,2014-07-01,Standard Class,SC-20260
CA-2012-139248,2012-07-25,2012-07-30,Standard Class,RD-19930
CA-2011-148369,2011-09-23,2011-09-27,Standard Class,TH-21115
CA-2013-106243,2013-10-01,2013-10-05,Standard Class,GM-14680
CA-2012-126466,2012-11-09,2012-11-13,Standard Class,JO-15550
CA-2012-130365,2012-04-25,2012-04-29,Standard Class,ZC-21910
CA-2014-143021,2014-11-20,2014-11-20,Same Day,AP-10720
CA-2012-161767,2012-11-20,2012-11-24,Standard Class,GK-14620
CA-2012-129917,2012-10-02,2012-10-03,First Class,HM-14980
CA-2012-115420,2012-04-25,2012-05-02,Standard Class,LS-16945
CA-2013-157588,2013-07-15,2013-07-20,Standard Class,AR-10570
CA-2012-167255,2012-09-27,2012-09-29,Second Class,RH-19510
CA-2014-162096,2014-11-11,2014-11-11,Same Day,TB-21190
CA-2013-157161,2013-07-17,2013-07-21,Second Class,JD-15895
CA-2012-110765,2012-10-16,2012-10-20,Second Class,MP-17965
CA-2013-163937,2013-01-10,2013-01-13,Second Class,JB-16000
CA-2014-153822,2014-09-20,2014-09-26,Standard Class,AB-10105
CA-2014-146185,2014-09-16,2014-09-20,Standard Class,CC-12145
CA-2012-112144,2012-06-28,2012-07-02,Standard Class,CY-12745
US-2013-119298,2013-11-26,2013-11-29,First Class,EP-13915
CA-2014-155159,2014-11-26,2014-11-30,Second Class,DL-13315
CA-2014-149076,2014-01-15,2014-01-20,Standard Class,SO-20335
CA-2011-146990,2011-11-07,2011-11-08,First Class,BP-11095
CA-2013-116526,2013-09-02,2013-09-06,Standard Class,JA-15970
